station_id,strdate,element,value,mflag,qflag,sflag,obstime
USW00094846,19920702,AWND,53,,,X,
USW00014819,19920703,TMAX,233,,,0,2400
USW00014819,19920703,TMIN,178,,,0,2400
USW00014819,19920703,PRCP,0,T,,0,2400
USW00014819,19920703,SNOW,0,,,0,
USW00014819,19920703,SNWD,0,,,0,
USW00094846,19920703,TMAX,233,,,0,2400
USW00094846,19920703,TMIN,150,,,0,2400
USW00094846,19920703,PRCP,0,T,,0,2400
USW00094846,19920703,SNOW,0,,,0,
USW00094846,19920703,SNWD,0,,,0,
USW00094846,19920703,AWND,51,,,X,
USW00014819,19920704,TMAX,289,,,0,2400
USW00014819,19920704,TMIN,161,,,0,2400
USW00014819,19920704,PRCP,30,,,0,2400
USW00014819,19920704,SNOW,0,,,0,
USW00014819,19920704,SNWD,0,,,0,
USW00094846,19920704,TMAX,289,,,0,2400
USW00094846,19920704,TMIN,139,,,0,2400
USW00094846,19920704,PRCP,13,,,0,2400
USW00094846,19920704,SNOW,0,,,0,
USW00094846,19920704,SNWD,0,,,0,
USW00094846,19920704,AWND,49,,,X,
USW00014819,19920705,TMAX,244,,,0,2400
USW00014819,19920705,TMIN,178,,,0,2400
USW00014819,19920705,PRCP,20,,,0,2400
USW00014819,19920705,SNOW,0,,,0,
USW00014819,19920705,SNWD,0,,,0,
USW00094846,19920705,TMAX,250,,,0,2400
USW00094846,19920705,TMIN,150,,,0,2400
USW00094846,19920705,PRCP,0,,,0,2400
USW00094846,19920705,SNOW,0,,,0,
USW00094846,19920705,SNWD,0,,,0,
USW00094846,19920705,AWND,35,,,X,
USW00014819,19920706,TMAX,244,,,0,2400
USW00014819,19920706,TMIN,161,,,0,2400
USW00014819,19920706,PRCP,0,,,0,2400
USW00014819,19920706,SNOW,0,,,0,
USW00014819,19920706,SNWD,0,,,0,
USW00094846,19920706,TMAX,261,,,0,2400
USW00094846,19920706,TMIN,106,,,0,2400
USW00094846,19920706,PRCP,0,,,0,2400
USW00094846,19920706,SNOW,0,,,0,
USW00094846,19920706,SNWD,0,,,0,
USW00094846,19920706,AWND,31,,,X,
USW00014819,19920707,TMAX,267,,,0,2400
USW00014819,19920707,TMIN,172,,,0,2400
USW00014819,19920707,PRCP,15,,,0,2400
USW00014819,19920707,SNOW,0,,,0,
USW00014819,19920707,SNWD,0,,,0,
USW00094846,19920707,TMAX,256,,,0,2400
USW00094846,19920707,TMIN,144,,,0,2400
USW00094846,19920707,PRCP,3,,,0,2400
USW00094846,19920707,SNOW,0,,,0,
USW00094846,19920707,SNWD,0,,,0,
USW00094846,19920707,AWND,50,,,X,
USW00014819,19920708,TMAX,317,,,0,2400
USW00014819,19920708,TMIN,206,,,0,2400
USW00014819,19920708,PRCP,0,T,,0,2400
USW00014819,19920708,SNOW,0,,,0,
USW00014819,19920708,SNWD,0,,,0,
USW00094846,19920708,TMAX,322,,,0,2400
USW00094846,19920708,TMIN,206,,,0,2400
USW00094846,19920708,PRCP,0,T,,0,2400
USW00094846,19920708,SNOW,0,,,0,
USW00094846,19920708,SNWD,0,,,0,
USW00094846,19920708,AWND,50,,,X,
USW00014819,19920709,TMAX,283,,,0,2400
USW00014819,19920709,TMIN,211,,,0,2400
USW00014819,19920709,PRCP,0,T,,0,2400
USW00014819,19920709,SNOW,0,,,0,
USW00014819,19920709,SNWD,0,,,0,
USW00094846,19920709,TMAX,272,,,0,2400
USW00094846,19920709,TMIN,194,,,0,2400
USW00094846,19920709,PRCP,0,T,,0,2400
USW00094846,19920709,SNOW,0,,,0,
USW00094846,19920709,SNWD,0,,,0,
USW00094846,19920709,AWND,31,,,X,
USW00014819,19920710,TMAX,294,,,0,2400
USW00014819,19920710,TMIN,200,,,0,2400
USW00014819,19920710,PRCP,3,,,0,2400
USW00014819,19920710,SNOW,0,,,0,
USW00014819,19920710,SNWD,0,,,0,
USW00094846,19920710,TMAX,294,,,0,2400
USW00094846,19920710,TMIN,189,,,0,2400
USW00094846,19920710,PRCP,0,,,0,2400
USW00094846,19920710,SNOW,0,,,0,
USW00094846,19920710,SNWD,0,,,0,
USW00094846,19920710,AWND,44,,,X,
USW00014819,19920711,TMAX,278,,,0,2400
USW00014819,19920711,TMIN,194,,,0,2400
USW00014819,19920711,PRCP,0,T,,0,2400
USW00014819,19920711,SNOW,0,,,0,
USW00014819,19920711,SNWD,0,,,0,
USW00094846,19920711,TMAX,294,,,0,2400
USW00094846,19920711,TMIN,161,,,0,2400
USW00094846,19920711,PRCP,5,,,0,2400
USW00094846,19920711,SNOW,0,,,0,
USW00094846,19920711,SNWD,0,,,0,
USW00094846,19920711,AWND,30,,,X,
USW00014819,19920712,TMAX,272,,,0,2400
USW00014819,19920712,TMIN,194,,,0,2400
USW00014819,19920712,PRCP,127,,,0,2400
USW00014819,19920712,SNOW,0,,,0,
USW00014819,19920712,SNWD,0,,,0,
USW00094846,19920712,TMAX,272,,,0,2400
USW00094846,19920712,TMIN,183,,,0,2400
USW00094846,19920712,PRCP,58,,,0,2400
USW00094846,19920712,SNOW,0,,,0,
USW00094846,19920712,SNWD,0,,,0,
USW00094846,19920712,AWND,54,,,X,
USW00014819,19920713,TMAX,278,,,0,2400
USW00014819,19920713,TMIN,172,,,0,2400
USW00014819,19920713,PRCP,175,,,0,2400
USW00014819,19920713,SNOW,0,,,0,
USW00014819,19920713,SNWD,0,,,0,
USW00094846,19920713,TMAX,256,,,0,2400
USW00094846,19920713,TMIN,161,,,0,2400
USW00094846,19920713,PRCP,231,,,0,2400
USW00094846,19920713,SNOW,0,,,0,
USW00094846,19920713,SNWD,0,,,0,
USW00094846,19920713,AWND,41,,,X,
USW00014819,19920714,TMAX,222,,,0,2400
USW00014819,19920714,TMIN,167,,,0,2400
USW00014819,19920714,PRCP,104,,,0,2400
USW00014819,19920714,SNOW,0,,,0,
USW00014819,19920714,SNWD,0,,,0,
USW00094846,19920714,TMAX,211,,,0,2400
USW00094846,19920714,TMIN,156,,,0,2400
USW00094846,19920714,PRCP,36,,,0,2400
USW00094846,19920714,SNOW,0,,,0,
USW00094846,19920714,SNWD,0,,,0,
USW00094846,19920714,AWND,49,,,X,
USW00014819,19920715,TMAX,244,,,0,2400
USW00014819,19920715,TMIN,167,,,0,2400
USW00014819,19920715,PRCP,0,T,,0,2400
USW00014819,19920715,SNOW,0,,,0,
USW00014819,19920715,SNWD,0,,,0,
USW00094846,19920715,TMAX,250,,,0,2400
USW00094846,19920715,TMIN,156,,,0,2400
USW00094846,19920715,PRCP,0,T,,0,2400
USW00094846,19920715,SNOW,0,,,0,
USW00094846,19920715,SNWD,0,,,0,
USW00094846,19920715,AWND,37,,,X,
USW00014819,19920716,TMAX,256,,,0,2400
USW00014819,19920716,TMIN,172,,,0,2400
USW00014819,19920716,PRCP,25,,,0,2400
USW00014819,19920716,SNOW,0,,,0,
USW00014819,19920716,SNWD,0,,,0,
USW00094846,19920716,TMAX,239,,,0,2400
USW00094846,19920716,TMIN,161,,,0,2400
USW00094846,19920716,PRCP,28,,,0,2400
USW00094846,19920716,SNOW,0,,,0,
USW00094846,19920716,SNWD,0,,,0,
USW00094846,19920716,AWND,29,,,X,
USW00014819,19920717,TMAX,289,,,0,2400
USW00014819,19920717,TMIN,200,,,0,2400
USW00014819,19920717,PRCP,20,,,0,2400
USW00014819,19920717,SNOW,0,,,0,
USW00014819,19920717,SNWD,0,,,0,
USW00094846,19920717,TMAX,289,,,0,2400
USW00094846,19920717,TMIN,183,,,0,2400
USW00094846,19920717,PRCP,0,T,,0,2400
USW00094846,19920717,SNOW,0,,,0,
USW00094846,19920717,SNWD,0,,,0,
USW00094846,19920717,AWND,40,,,X,
USW00014819,19920718,TMAX,261,,,0,2400
USW00014819,19920718,TMIN,172,,,0,2400
USW00014819,19920718,PRCP,99,,,0,2400
USW00014819,19920718,SNOW,0,,,0,
USW00014819,19920718,SNWD,0,,,0,
USW00094846,19920718,TMAX,250,,,0,2400
USW00094846,19920718,TMIN,139,,,0,2400
USW00094846,19920718,PRCP,122,,,0,2400
USW00094846,19920718,SNOW,0,T,,0,
USW00094846,19920718,SNWD,0,,,0,
USW00094846,19920718,AWND,29,,,X,
USW00014819,19920719,TMAX,306,,,0,2400
USW00014819,19920719,TMIN,172,,,0,2400
USW00014819,19920719,PRCP,0,T,,0,2400
USW00014819,19920719,SNOW,0,,,0,
USW00014819,19920719,SNWD,0,,,0,
USW00094846,19920719,TMAX,294,,,0,2400
USW00094846,19920719,TMIN,144,,,0,2400
USW00094846,19920719,PRCP,0,,,0,2400
USW00094846,19920719,SNOW,0,,,0,
USW00094846,19920719,SNWD,0,,,0,
USW00094846,19920719,AWND,38,,,X,
USW00014819,19920720,TMAX,250,,,0,2400
USW00014819,19920720,TMIN,172,,,0,2400
USW00014819,19920720,PRCP,3,,,0,2400
USW00014819,19920720,SNOW,0,,,0,
USW00014819,19920720,SNWD,0,,,0,
USW00094846,19920720,TMAX,244,,,0,2400
USW00094846,19920720,TMIN,150,,,0,2400
USW00094846,19920720,PRCP,0,T,,0,2400
USW00094846,19920720,SNOW,0,,,0,
USW00094846,19920720,SNWD,0,,,0,
USW00094846,19920720,AWND,36,,,X,
USW00014819,19920721,TMAX,211,,,0,2400
USW00014819,19920721,TMIN,161,,,0,2400
USW00014819,19920721,PRCP,0,,,0,2400
USW00014819,19920721,SNOW,0,,,0,
USW00014819,19920721,SNWD,0,,,0,
USW00094846,19920721,TMAX,194,,,0,2400
USW00094846,19920721,TMIN,133,,,0,2400
USW00094846,19920721,PRCP,0,,,0,2400
USW00094846,19920721,SNOW,0,,,0,
USW00094846,19920721,SNWD,0,,,0,
USW00094846,19920721,AWND,45,,,X,
USW00014819,19920722,TMAX,217,,,0,2400
USW00014819,19920722,TMIN,156,,,0,2400
USW00014819,19920722,PRCP,48,,,0,2400
USW00014819,19920722,SNOW,0,,,0,
USW00014819,19920722,SNWD,0,,,0,
USW00094846,19920722,TMAX,217,,,0,2400
USW00094846,19920722,TMIN,144,,,0,2400
USW00094846,19920722,PRCP,25,,,0,2400
USW00094846,19920722,SNOW,0,,,0,
USW00094846,19920722,SNWD,0,,,0,
USW00094846,19920722,AWND,41,,,X,
USW00014819,19920723,TMAX,206,,,0,2400
USW00014819,19920723,TMIN,172,,,0,2400
USW00014819,19920723,PRCP,5,,,0,2400
USW00014819,19920723,SNOW,0,,,0,
USW00014819,19920723,SNWD,0,,,0,
USW00094846,19920723,TMAX,178,,,0,2400
USW00094846,19920723,TMIN,156,,,0,2400
USW00094846,19920723,PRCP,33,,,0,2400
USW00094846,19920723,SNOW,0,,,0,
USW00094846,19920723,SNWD,0,,,0,
USW00094846,19920723,AWND,48,,,X,
USW00014819,19920724,TMAX,233,,,0,2400
USW00014819,19920724,TMIN,172,,,0,2400
USW00014819,19920724,PRCP,0,T,,0,2400
USW00014819,19920724,SNOW,0,,,0,
USW00014819,19920724,SNWD,0,,,0,
USW00094846,19920724,TMAX,233,,,0,2400
USW00094846,19920724,TMIN,156,,,0,2400
USW00094846,19920724,PRCP,0,T,,0,2400
USW00094846,19920724,SNOW,0,,,0,
USW00094846,19920724,SNWD,0,,,0,
USW00094846,19920724,AWND,30,,,X,
USW00014819,19920725,TMAX,244,,,0,2400
USW00014819,19920725,TMIN,172,,,0,2400
USW00014819,19920725,PRCP,0,T,,0,2400
USW00014819,19920725,SNOW,0,,,0,
USW00014819,19920725,SNWD,0,,,0,
USW00094846,19920725,TMAX,239,,,0,2400
USW00094846,19920725,TMIN,161,,,0,2400
USW00094846,19920725,PRCP,18,,,0,2400
USW00094846,19920725,SNOW,0,,,0,
USW00094846,19920725,SNWD,0,,,0,
USW00094846,19920725,AWND,23,,,X,
USW00014819,19920726,TMAX,289,,,0,2400
USW00014819,19920726,TMIN,222,,,0,2400
USW00014819,19920726,PRCP,97,,,0,2400
USW00014819,19920726,SNOW,0,,,0,
USW00014819,19920726,SNWD,0,,,0,
USW00094846,19920726,TMAX,283,,,0,2400
USW00094846,19920726,TMIN,178,,,0,2400
USW00094846,19920726,PRCP,0,T,,0,2400
USW00094846,19920726,SNOW,0,,,0,
USW00094846,19920726,SNWD,0,,,0,
USW00094846,19920726,AWND,34,,,X,
USW00014819,19920727,TMAX,256,,,0,2400
USW00014819,19920727,TMIN,200,,,0,2400
USW00014819,19920727,PRCP,0,,,0,2400
USW00014819,19920727,SNOW,0,,,0,
USW00014819,19920727,SNWD,0,,,0,
USW00094846,19920727,TMAX,272,,,0,2400
USW00094846,19920727,TMIN,150,,,0,2400
USW00094846,19920727,PRCP,0,,,0,2400
USW00094846,19920727,SNOW,0,,,0,
USW00094846,19920727,SNWD,0,,,0,
USW00094846,19920727,AWND,31,,,X,
USW00014819,19920728,TMAX,294,,,0,2400
USW00014819,19920728,TMIN,178,,,0,2400
USW00014819,19920728,PRCP,20,,,0,2400
USW00014819,19920728,SNOW,0,,,0,
USW00014819,19920728,SNWD,0,,,0,
USW00094846,19920728,TMAX,289,,,0,2400
USW00094846,19920728,TMIN,150,,,0,2400
USW00094846,19920728,PRCP,0,,,0,2400
USW00094846,19920728,SNOW,0,,,0,
USW00094846,19920728,SNWD,0,,,0,
USW00094846,19920728,AWND,47,,,X,
USW00014819,19920729,TMAX,244,,,0,2400
USW00014819,19920729,TMIN,178,,,0,2400
USW00014819,19920729,PRCP,3,,,0,2400
USW00014819,19920729,SNOW,0,,,0,
USW00014819,19920729,SNWD,0,,,0,
USW00094846,19920729,TMAX,228,,,0,2400
USW00094846,19920729,TMIN,156,,,0,2400
USW00094846,19920729,PRCP,3,,,0,2400
USW00094846,19920729,SNOW,0,,,0,
USW00094846,19920729,SNWD,0,,,0,
USW00094846,19920729,AWND,39,,,X,
USW00014819,19920730,TMAX,189,,,0,2400
USW00014819,19920730,TMIN,156,,,0,2400
USW00014819,19920730,PRCP,97,,,0,2400
USW00014819,19920730,SNOW,0,,,0,
USW00014819,19920730,SNWD,0,,,0,
USW00094846,19920730,TMAX,183,,,0,2400
USW00094846,19920730,TMIN,144,,,0,2400
USW00094846,19920730,PRCP,211,,,0,2400
USW00094846,19920730,SNOW,0,,,0,
USW00094846,19920730,SNWD,0,,,0,
USW00094846,19920730,AWND,46,,,X,
USW00014819,19920731,TMAX,244,,,0,2400
USW00014819,19920731,TMIN,156,,,0,2400
USW00014819,19920731,PRCP,10,,,0,2400
USW00014819,19920731,SNOW,0,,,0,
USW00014819,19920731,SNWD,0,,,0,
USW00094846,19920731,TMAX,239,,,0,2400
USW00094846,19920731,TMIN,144,,,0,2400
USW00094846,19920731,PRCP,3,,,0,2400
USW00094846,19920731,SNOW,0,,,0,
USW00094846,19920731,SNWD,0,,,0,
USW00094846,19920731,AWND,46,,,X,
USW00014819,19920801,TMAX,261,,,0,2400
USW00014819,19920801,TMIN,150,,,0,2400
USW00014819,19920801,PRCP,0,,,0,2400
USW00014819,19920801,SNOW,0,,,0,
USW00014819,19920801,SNWD,0,,,0,
USW00094846,19920801,TMAX,256,,,0,2400
USW00094846,19920801,TMIN,144,,,0,2400
USW00094846,19920801,PRCP,0,,,0,2400
USW00094846,19920801,SNOW,0,,,0,
USW00094846,19920801,SNWD,0,,,0,
USW00094846,19920801,AWND,49,,,X,
USW00014819,19920802,TMAX,256,,,0,2400
USW00014819,19920802,TMIN,161,,,0,2400
USW00014819,19920802,PRCP,36,,,0,2400
USW00014819,19920802,SNOW,0,,,0,
USW00014819,19920802,SNWD,0,,,0,
USW00094846,19920802,TMAX,261,,,0,2400
USW00094846,19920802,TMIN,144,,,0,2400
USW00094846,19920802,PRCP,127,,,0,2400
USW00094846,19920802,SNOW,0,,,0,
USW00094846,19920802,SNWD,0,,,0,
USW00094846,19920802,AWND,39,,,X,
USW00014819,19920803,TMAX,250,,,0,2400
USW00014819,19920803,TMIN,156,,,0,2400
USW00014819,19920803,PRCP,28,,,0,2400
USW00014819,19920803,SNOW,0,,,0,
USW00014819,19920803,SNWD,0,,,0,
USW00094846,19920803,TMAX,244,,,0,2400
USW00094846,19920803,TMIN,133,,,0,2400
USW00094846,19920803,PRCP,20,,,0,2400
USW00094846,19920803,SNOW,0,,,0,
USW00094846,19920803,SNWD,0,,,0,
USW00094846,19920803,AWND,29,,,X,
USW00014819,19920804,TMAX,233,,,0,2400
USW00014819,19920804,TMIN,133,,,0,2400
USW00014819,19920804,PRCP,0,,,0,2400
USW00014819,19920804,SNOW,0,,,0,
USW00014819,19920804,SNWD,0,,,0,
USW00094846,19920804,TMAX,222,,,0,2400
USW00094846,19920804,TMIN,117,,,0,2400
USW00094846,19920804,PRCP,0,,,0,2400
USW00094846,19920804,SNOW,0,,,0,
USW00094846,19920804,SNWD,0,,,0,
USW00094846,19920804,AWND,41,,,X,
USW00014819,19920805,TMAX,233,,,0,2400
USW00014819,19920805,TMIN,156,,,0,2400
USW00014819,19920805,PRCP,0,,,0,2400
USW00014819,19920805,SNOW,0,,,0,
USW00014819,19920805,SNWD,0,,,0,
USW00094846,19920805,TMAX,228,,,0,2400
USW00094846,19920805,TMIN,117,,,0,2400
USW00094846,19920805,PRCP,0,,,0,2400
USW00094846,19920805,SNOW,0,,,0,
USW00094846,19920805,SNWD,0,,,0,
USW00094846,19920805,AWND,37,,,X,
USW00014819,19920806,TMAX,278,,,0,2400
USW00014819,19920806,TMIN,161,,,0,2400
USW00014819,19920806,PRCP,0,,,0,2400
USW00014819,19920806,SNOW,0,,,0,
USW00014819,19920806,SNWD,0,,,0,
USW00094846,19920806,TMAX,272,,,0,2400
USW00094846,19920806,TMIN,128,,,0,2400
USW00094846,19920806,PRCP,0,,,0,2400
USW00094846,19920806,SNOW,0,,,0,
USW00094846,19920806,SNWD,0,,,0,
USW00094846,19920806,AWND,34,,,X,
USW00014819,19920807,TMAX,267,,,0,2400
USW00014819,19920807,TMIN,172,,,0,2400
USW00014819,19920807,PRCP,69,,,0,2400
USW00014819,19920807,SNOW,0,,,0,
USW00014819,19920807,SNWD,0,,,0,
USW00094846,19920807,TMAX,256,,,0,2400
USW00094846,19920807,TMIN,156,,,0,2400
USW00094846,19920807,PRCP,81,,,0,2400
USW00094846,19920807,SNOW,0,,,0,
USW00094846,19920807,SNWD,0,,,0,
USW00094846,19920807,AWND,55,,,X,
USW00014819,19920808,TMAX,300,,,0,2400
USW00014819,19920808,TMIN,211,,,0,2400
USW00014819,19920808,PRCP,0,,,0,2400
USW00014819,19920808,SNOW,0,,,0,
USW00014819,19920808,SNWD,0,,,0,
USW00094846,19920808,TMAX,294,,,0,2400
USW00094846,19920808,TMIN,194,,,0,2400
USW00094846,19920808,PRCP,0,,,0,2400
USW00094846,19920808,SNOW,0,,,0,
USW00094846,19920808,SNWD,0,,,0,
USW00094846,19920808,AWND,44,,,X,
USW00014819,19920809,TMAX,339,,,0,2400
USW00014819,19920809,TMIN,217,,,0,2400
USW00014819,19920809,PRCP,0,,,0,2400
USW00014819,19920809,SNOW,0,,,0,
USW00014819,19920809,SNWD,0,,,0,
USW00094846,19920809,TMAX,339,,,0,2400
USW00094846,19920809,TMIN,194,,,0,2400
USW00094846,19920809,PRCP,0,,,0,2400
USW00094846,19920809,SNOW,0,,,0,
USW00094846,19920809,SNWD,0,,,0,
USW00094846,19920809,AWND,31,,,X,
USW00014819,19920810,TMAX,322,,,0,2400
USW00014819,19920810,TMIN,228,,,0,2400
USW00014819,19920810,PRCP,0,T,,0,2400
USW00014819,19920810,SNOW,0,,,0,
USW00014819,19920810,SNWD,0,,,0,
USW00094846,19920810,TMAX,328,,,0,2400
USW00094846,19920810,TMIN,200,,,0,2400
USW00094846,19920810,PRCP,0,,,0,2400
USW00094846,19920810,SNOW,0,,,0,
USW00094846,19920810,SNWD,0,,,0,
USW00094846,19920810,AWND,49,,,X,
USW00014819,19920811,TMAX,283,,,0,2400
USW00014819,19920811,TMIN,183,,,0,2400
USW00014819,19920811,PRCP,0,,,0,2400
USW00014819,19920811,SNOW,0,,,0,
USW00014819,19920811,SNWD,0,,,0,
USW00094846,19920811,TMAX,272,,,0,2400
USW00094846,19920811,TMIN,144,,,0,2400
USW00094846,19920811,PRCP,0,,,0,2400
USW00094846,19920811,SNOW,0,,,0,
USW00094846,19920811,SNWD,0,,,0,
USW00094846,19920811,AWND,43,,,X,
USW00014819,19920812,TMAX,211,,,0,2400
USW00014819,19920812,TMIN,156,,,0,2400
USW00014819,19920812,PRCP,46,,,0,2400
USW00014819,19920812,SNOW,0,,,0,
USW00014819,19920812,SNWD,0,,,0,
USW00094846,19920812,TMAX,194,,,0,2400
USW00094846,19920812,TMIN,133,,,0,2400
USW00094846,19920812,PRCP,97,,,0,2400
USW00094846,19920812,SNOW,0,,,0,
USW00094846,19920812,SNWD,0,,,0,
USW00094846,19920812,AWND,31,,,X,
USW00014819,19920813,TMAX,211,,,0,2400
USW00014819,19920813,TMIN,144,,,0,2400
USW00014819,19920813,PRCP,0,T,,0,2400
USW00014819,19920813,SNOW,0,,,0,
USW00014819,19920813,SNWD,0,,,0,
USW00094846,19920813,TMAX,206,,,0,2400
USW00094846,19920813,TMIN,122,,,0,2400
USW00094846,19920813,PRCP,0,T,,0,2400
USW00094846,19920813,SNOW,0,,,0,
USW00094846,19920813,SNWD,0,,,0,
USW00094846,19920813,AWND,52,,,X,
USW00014819,19920814,TMAX,211,,,0,2400
USW00014819,19920814,TMIN,144,,,0,2400
USW00014819,19920814,PRCP,0,T,,0,2400
USW00014819,19920814,SNOW,0,,,0,
USW00014819,19920814,SNWD,0,,,0,
USW00094846,19920814,TMAX,194,,,0,2400
USW00094846,19920814,TMIN,133,,,0,2400
USW00094846,19920814,PRCP,0,,,0,2400
USW00094846,19920814,SNOW,0,,,0,
USW00094846,19920814,SNWD,0,,,0,
USW00094846,19920814,AWND,44,,,X,
USW00014819,19920815,TMAX,233,,,0,2400
USW00014819,19920815,TMIN,156,,,0,2400
USW00014819,19920815,PRCP,0,,,0,2400
USW00014819,19920815,SNOW,0,,,0,
USW00014819,19920815,SNWD,0,,,0,
USW00094846,19920815,TMAX,217,,,0,2400
USW00094846,19920815,TMIN,111,,,0,2400
USW00094846,19920815,PRCP,0,,,0,2400
USW00094846,19920815,SNOW,0,,,0,
USW00094846,19920815,SNWD,0,,,0,
USW00094846,19920815,AWND,51,,,X,
USW00014819,19920816,TMAX,244,,,0,2400
USW00014819,19920816,TMIN,139,,,0,2400
USW00014819,19920816,PRCP,0,,,0,2400
USW00014819,19920816,SNOW,0,,,0,
USW00014819,19920816,SNWD,0,,,0,
USW00094846,19920816,TMAX,233,,,0,2400
USW00094846,19920816,TMIN,100,,,0,2400
USW00094846,19920816,PRCP,0,,,0,2400
USW00094846,19920816,SNOW,0,,,0,
USW00094846,19920816,SNWD,0,,,0,
USW00094846,19920816,AWND,32,,,X,
USW00014819,19920817,TMAX,261,,,0,2400
USW00014819,19920817,TMIN,128,,,0,2400
USW00014819,19920817,PRCP,0,,,0,2400
USW00014819,19920817,SNOW,0,,,0,
USW00014819,19920817,SNWD,0,,,0,
USW00094846,19920817,TMAX,250,,,0,2400
USW00094846,19920817,TMIN,94,,,0,2400
USW00094846,19920817,PRCP,0,,,0,2400
USW00094846,19920817,SNOW,0,,,0,
USW00094846,19920817,SNWD,0,,,0,
USW00094846,19920817,AWND,24,,,X,
USW00014819,19920818,TMAX,261,,,0,2400
USW00014819,19920818,TMIN,167,,,0,2400
USW00014819,19920818,PRCP,0,,,0,2400
USW00014819,19920818,SNOW,0,,,0,
USW00014819,19920818,SNWD,0,,,0,
USW00094846,19920818,TMAX,239,,,0,2400
USW00094846,19920818,TMIN,139,,,0,2400
USW00094846,19920818,PRCP,69,,,0,2400
USW00094846,19920818,SNOW,0,,,0,
USW00094846,19920818,SNWD,0,,,0,
USW00094846,19920818,AWND,40,,,X,
USW00014819,19920819,TMAX,239,,,0,2400
USW00014819,19920819,TMIN,144,,,0,2400
USW00014819,19920819,PRCP,0,,,0,2400
USW00014819,19920819,SNOW,0,,,0,
USW00014819,19920819,SNWD,0,,,0,
USW00094846,19920819,TMAX,233,,,0,2400
USW00094846,19920819,TMIN,106,,,0,2400
USW00094846,19920819,PRCP,0,,,0,2400
USW00094846,19920819,SNOW,0,,,0,
USW00094846,19920819,SNWD,0,,,0,
USW00094846,19920819,AWND,35,,,X,
USW00014819,19920820,TMAX,244,,,0,2400
USW00014819,19920820,TMIN,139,,,0,2400
USW00014819,19920820,PRCP,0,,,0,2400
USW00014819,19920820,SNOW,0,,,0,
USW00014819,19920820,SNWD,0,,,0,
USW00094846,19920820,TMAX,244,,,0,2400
USW00094846,19920820,TMIN,94,,,0,2400
USW00094846,19920820,PRCP,0,,,0,2400
USW00094846,19920820,SNOW,0,,,0,
USW00094846,19920820,SNWD,0,,,0,
USW00094846,19920820,AWND,26,,,X,
USW00014819,19920821,TMAX,278,,,0,2400
USW00014819,19920821,TMIN,144,,,0,2400
USW00014819,19920821,PRCP,0,,,0,2400
USW00014819,19920821,SNOW,0,,,0,
USW00014819,19920821,SNWD,0,,,0,
USW00094846,19920821,TMAX,272,,,0,2400
USW00094846,19920821,TMIN,94,,,0,2400
USW00094846,19920821,PRCP,0,,,0,2400
USW00094846,19920821,SNOW,0,,,0,
USW00094846,19920821,SNWD,0,,,0,
USW00094846,19920821,AWND,23,,,X,
USW00014819,19920822,TMAX,289,,,0,2400
USW00014819,19920822,TMIN,161,,,0,2400
USW00014819,19920822,PRCP,0,,,0,2400
USW00014819,19920822,SNOW,0,,,0,
USW00014819,19920822,SNWD,0,,,0,
USW00094846,19920822,TMAX,283,,,0,2400
USW00094846,19920822,TMIN,106,,,0,2400
USW00094846,19920822,PRCP,0,,,0,2400
USW00094846,19920822,SNOW,0,,,0,
USW00094846,19920822,SNWD,0,,,0,
USW00094846,19920822,AWND,26,,,X,
USW00014819,19920823,TMAX,306,,,0,2400
USW00014819,19920823,TMIN,200,,,0,2400
USW00014819,19920823,PRCP,0,,,0,2400
USW00014819,19920823,SNOW,0,,,0,
USW00014819,19920823,SNWD,0,,,0,
USW00094846,19920823,TMAX,294,,,0,2400
USW00094846,19920823,TMIN,189,,,0,2400
USW00094846,19920823,PRCP,0,,,0,2400
USW00094846,19920823,SNOW,0,,,0,
USW00094846,19920823,SNWD,0,,,0,
USW00094846,19920823,AWND,41,,,X,
USW00014819,19920824,TMAX,317,,,0,2400
USW00014819,19920824,TMIN,206,,,0,2400
USW00014819,19920824,PRCP,0,,,0,2400
USW00014819,19920824,SNOW,0,,,0,
USW00014819,19920824,SNWD,0,,,0,
USW00094846,19920824,TMAX,311,,,0,2400
USW00094846,19920824,TMIN,206,,,0,2400
USW00094846,19920824,PRCP,0,,,0,2400
USW00094846,19920824,SNOW,0,,,0,
USW00094846,19920824,SNWD,0,,,0,
USW00094846,19920824,AWND,43,,,X,
USW00014819,19920825,TMAX,333,,,0,2400
USW00014819,19920825,TMIN,222,,,0,2400
USW00014819,19920825,PRCP,20,,,0,2400
USW00014819,19920825,SNOW,0,,,0,
USW00014819,19920825,SNWD,0,,,0,
USW00094846,19920825,TMAX,317,,,0,2400
USW00094846,19920825,TMIN,206,,,0,2400
USW00094846,19920825,PRCP,84,,,0,2400
USW00094846,19920825,SNOW,0,,,0,
USW00094846,19920825,SNWD,0,,,0,
USW00094846,19920825,AWND,51,,,X,
USW00014819,19920826,TMAX,239,,,0,2400
USW00014819,19920826,TMIN,183,,,0,2400
USW00014819,19920826,PRCP,66,,,0,2400
USW00014819,19920826,SNOW,0,,,0,
USW00014819,19920826,SNWD,0,,,0,
USW00094846,19920826,TMAX,222,,,0,2400
USW00094846,19920826,TMIN,156,,,0,2400
USW00094846,19920826,PRCP,147,,,0,2400
USW00094846,19920826,SNOW,0,,,0,
USW00094846,19920826,SNWD,0,,,0,
USW00094846,19920826,AWND,51,,,X,
